bird_name,scientific_name,count,date,time,latitude,longitude,location,county,state,observation_method
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,12,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Blue-gray Gnatcatcher,Polioptila caerulea,2,2025-03-17,08:30:00,33.2566893,-87.5948483,"4808 Leeward Avenue, Northport, Alabama, US (33.257, -87.595)",Tuscaloosa,Alabama,Incidental
Blue-headed Vireo,Vireo solitarius,2,2025-03-22,07:08:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-23,06:52:00,33.018162,-87.368288,Fire Tower Road,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-30,09:20:00,33.4251511,-87.6054867,"17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)",Tuscaloosa,Alabama,Stationary
Blue-headed Vireo,Vireo solitarius,1,2025-03-17,13:21:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-24,07:49:00,33.1882745,-87.5396724,"23rd Street Area, Tuscaloosa",Tuscaloosa,Alabama,Stationary
Blue-headed Vireo,Vireo solitarius,1,2025-03-29,09:34:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-23,06:52:00,33.018162,-87.368288,Fire Tower Road,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-17,13:21:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-17,14:26:00,33.158844,-87.594826,"5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483",Tuscaloosa,Alabama,Stationary
Blue-headed Vireo,Vireo solitarius,1,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Blue-headed Vireo,Vireo solitarius,1,2025-03-17,14:26:00,33.158844,-87.594826,"5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483",Tuscaloosa,Alabama,Stationary
Blue-winged Teal,Spatula discors,1,2025-03-22,07:08:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Blue-winged Teal,Spatula discors,4,2025-03-16,07:48:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Blue-winged Teal,Spatula discors,4,2025-03-16,07:48:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Blue-winged Teal,Spatula discors,3,2025-03-22,08:44:00,33.108221,-87.650768,Fosters Loop — Benton Bend,Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-02,08:10:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-01,13:55:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Cackling Goose,Branta hutchinsii,4,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,7,2025-03-01,09:11:00,33.10665,-87.420083,"35453, Cottondale US-AL (33.1067,-87.4201)",Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,50,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,6,2025-03-01,06:48:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,6,2025-03-14,10:53:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-01,09:09:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,16,2025-03-16,16:19:00,33.211343,-87.576771,Western Riverwalk,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-09,08:52:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-21,16:33:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-17,14:26:00,33.158844,-87.594826,"5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483",Tuscaloosa,Alabama,Stationary
Canada Goose,Branta canadensis,2,2025-03-29,06:46:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,20,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,6,2025-03-01,06:48:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-14,13:28:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-31,18:49:00,33.119989,-87.562321,Shelton State CC Pond,Tuscaloosa,Alabama,Stationary
Canada Goose,Branta canadensis,20,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,4,2025-03-12,07:16:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,20,2025-03-30,14:35:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,8,2025-03-31,18:25:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,5,2025-03-17,18:35:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,5,2025-03-09,09:58:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-18,16:30:00,33.214843,-87.567602,JMF,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,4,2025-03-02,08:44:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,8,2025-03-18,18:40:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,20,2025-03-30,14:35:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-29,06:46:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,12,2025-03-30,15:11:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-21,16:33:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,8,2025-03-12,07:04:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,2,2025-03-16,07:03:00,33.2068705,-87.5917464,Oliver Lock & Dam,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,12,2025-03-02,08:10:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,27,2025-03-01,13:55:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-07,09:44:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,4,2025-03-12,07:16:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,1,2025-03-30,18:35:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-09,08:52:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-02,14:45:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,7,2025-03-23,11:51:00,33.2112712,-87.5765877,Western Riverwalk,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-30,19:20:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,12,2025-03-25,15:46:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,40,2025-03-16,07:30:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-11,17:18:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,8,2025-03-12,07:04:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,3,2025-03-16,08:38:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-16,08:38:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,50,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,1,2025-03-16,07:48:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-01,09:09:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-29,09:34:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,3,2025-03-04,16:30:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,5,2025-03-09,09:58:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,,2025-03-23,16:30:00,33.2190015,-87.5541341,Tuscaloosa Riverwalk,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-01,09:09:00,33.097532,-87.403383,"35453, Cottondale US-AL (33.0975,-87.4034)",Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,4,2025-03-10,11:16:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,7,2025-03-16,10:57:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,1,2025-03-23,17:25:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,4,2025-03-01,17:16:00,33.2068705,-87.5917464,Oliver Lock & Dam,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,2,2025-03-17,14:26:00,33.158844,-87.594826,"5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483",Tuscaloosa,Alabama,Stationary
Canada Goose,Branta canadensis,12,2025-03-30,15:11:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,16,2025-03-16,16:19:00,33.211343,-87.576771,Western Riverwalk,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,40,2025-03-16,07:30:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,5,2025-03-02,15:02:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,1,2025-03-16,07:48:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,5,2025-03-22,18:25:00,33.222273,-87.611616,Robert Cardinal Park,Tuscaloosa,Alabama,Incidental
Canada Goose,Branta canadensis,2,2025-03-16,07:03:00,33.2068705,-87.5917464,Oliver Lock & Dam,Tuscaloosa,Alabama,Traveling
Canada Goose,Branta canadensis,6,2025-03-22,07:08:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-16,07:30:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-16,08:38:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-07,09:44:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,14:26:00,33.158844,-87.594826,"5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,2,2025-03-31,14:08:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-01,06:48:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-29,07:02:00,33.22491,-87.528847,Randall Family Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-09,09:58:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-21,16:33:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-12,16:12:00,33.194812,-87.480894,Arboretum/Prickett Running Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-08,07:03:00,33.1882745,-87.5396724,"23rd Street Area, Tuscaloosa",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,16,2025-03-25,08:23:00,33.222526,-87.526059,Riverview Landing,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-09,08:16:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-20,09:25:00,33.216692,-87.549985,University of Alabama,Tuscaloosa,Alabama,Incidental
Carolina Chickadee,Poecile carolinensis,5,2025-03-30,15:11:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-08,07:28:00,33.090208,-87.395741,"13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,10,2025-03-29,06:46:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-15,08:06:00,33.178741,-87.483132,Home Sweet Home 🏡,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-23,08:29:00,33.10444,-87.550499,"10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,2,2025-03-30,14:35:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-10,17:00:00,33.214843,-87.567602,JMF,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-28,07:10:00,33.2510342,-87.0666504,Tannehill Ironworks Historical Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-01,06:48:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-19,08:30:00,33.216692,-87.549985,University of Alabama,Tuscaloosa,Alabama,Incidental
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,15:38:00,33.222526,-87.526059,Riverview Landing,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-24,10:12:00,33.178741,-87.483132,Home Sweet Home 🏡,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-02,08:10:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-25,06:28:00,33.1882745,-87.5396724,"23rd Street Area, Tuscaloosa",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-10,11:16:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-16,15:14:00,33.255689,-87.588535,"3201 Mayberry Landing Dr, Northport US-AL 33.25569, -87.58854",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-29,09:15:00,33.2652452,-87.5350821,Munny Sokol Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-16,08:38:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-23,07:00:00,33.178741,-87.483132,Home Sweet Home 🏡,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-15,08:43:00,33.1879866,-87.422758,2011 Corbell Drive,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-06,06:34:00,33.1882745,-87.5396724,"23rd Street Area, Tuscaloosa",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,3,2025-03-29,08:14:00,33.090208,-87.395741,"13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,18:29:00,33.10444,-87.550499,"10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-29,07:02:00,33.22491,-87.528847,Randall Family Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-16,16:19:00,33.211343,-87.576771,Western Riverwalk,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-29,10:10:00,33.148646,-87.558297,Home,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,2,2025-03-23,16:34:00,33.221523,-87.565854,Robert Platt Memorial Levee Trail,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-29,06:26:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-22,08:00:00,33.178741,-87.483132,Home Sweet Home 🏡,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,10,2025-03-29,06:46:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-26,16:15:00,33.214843,-87.567602,JMF,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-29,09:34:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-14,08:40:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-30,15:11:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-29,06:26:00,33.1945625,-87.4808264,University of Alabama Arboretum,Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,4,2025-03-23,06:52:00,33.018162,-87.368288,Fire Tower Road,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,3,2025-03-27,16:32:00,33.162757,-87.466956,"4720 Appletree Ln, Tuscaloosa US-AL 33.16276, -87.46696",Tuscaloosa,Alabama,Incidental
Carolina Chickadee,Poecile carolinensis,2,2025-03-26,08:20:00,33.2510342,-87.0666504,Tannehill Ironworks Historical Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-28,16:20:00,33.4251511,-87.6054867,"17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,4,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,2,2025-03-14,13:28:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-14,06:50:00,33.2760286,-87.4145222,Rocky Branch Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-27,16:39:00,33.194812,-87.480894,Arboretum/Prickett Running Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,16:33:00,33.3339345,-87.7571583,"Tuscaloosa Co. Rd. 21, Shirley Bridges",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,18:35:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Incidental
Carolina Chickadee,Poecile carolinensis,1,2025-03-14,16:33:00,33.090208,-87.395741,"13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,3,2025-03-28,08:43:00,33.090208,-87.395741,"13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,13:21:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-17,13:21:00,33.1335213,-87.6534175,River Bend Turf,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-21,16:33:00,33.2221657,-87.5991654,Van De Graaff Park,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,4,2025-03-29,07:04:00,33.2256396,-87.5266425,Randall Family Park and Trailhead,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-01,09:09:00,33.1763225,-87.604075,Palmore Park Swamp,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,5,2025-03-01,06:21:00,33.1559565,-87.633699,"Lakefield Drive, Tuscaloosa",Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-25,16:37:00,33.214843,-87.567602,JMF,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-31,18:25:00,33.0724477,-87.6296997,Cypress Pond,Tuscaloosa,Alabama,Incidental
Carolina Chickadee,Poecile carolinensis,2,2025-03-01,13:26:00,33.090208,-87.395741,"13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)",Tuscaloosa,Alabama,Stationary
Carolina Chickadee,Poecile carolinensis,2,2025-03-22,08:44:00,33.108221,-87.650768,Fosters Loop — Benton Bend,Tuscaloosa,Alabama,Traveling
Carolina Chickadee,Poecile carolinensis,1,2025-03-22,18:11:00,33.167135,-87.244235,Mo’s House,Tuscaloosa,Alabama,Traveling
